name,city,state,url
"Gaston Gem, Mineral and Faceters Club",Gastonia,North Carolina,http://gastongemclub.weebly.com/
Gem & Mineral Society of Franklin,Franklin,North Carolina,http://www.fgmm.org/
Greensboro Gem & Mineral Club,Greensboro,North Carolina,http://www.ggmc-rockhounds.com/
Henderson County Gem and Mineral Society,Hendersonville,North Carolina,http://hcgms.com/index.html
Mountain Area Gem and Mineral Association (MAGMA),Asheville,North Carolina,http://www.wncrocks.com/magma/magma.html
North Carolina Fossil Club,Raleigh,North Carolina,http://www.ncfossilclub.org/
Southern Appalachian Mineral Society,Asheville,North Carolina,http://www.main.nc.us/sams/
Tar Heel Gem & Mineral Club,Raleigh,North Carolina,http://www.tarheelclub.org/
Central Dakota Gem & Mineral Society,Bismarck,North Dakota,https://ndrockclub.org/
Brukner Gem and Mineral Club,Troy,Ohio,http://www.bruknergemandmineralclub.com/
Cincinnati Mineral Society,Cincinnati,Ohio,http://mineralsociety.org/
Columbus Rock and Mineral Society,Columbus,Ohio,http://www.columbusrockandmineralsociety.org/
Dayton Gem & Mineral Society,Kettering,Ohio,https://www.facebook.com/The-Dayton-Gem-Mineral-Society-140478502678195/
Dry Dredgers,Cincinnati,Ohio,http://drydredgers.org/
Greater Cincinati Lapidary and Faceting Society,Loveland,Ohio,http://cincinnatilapidary.weebly.com/
North Coast Fossil Club,Cleveland,Ohio,http://ncfclub.org/
Ohio Geological Society,Worthington,Ohio,https://ohiogeosoc.org/
Parma Lapidary Club,Cleveland,Ohio,http://www.parmalapidary.com/
Richland Lithic & Lapidary Society,Mansfield,Ohio,http://rlls.webs.com/
Summit Lapidary Club,Cuyahoga Falls,Ohio,http://lapidaryclubofohio.org/
Toledo Gem & Rockhound Club,Toledo,Ohio,http://rockyreader.com/
"Ada Gem, Mineral and Fossil Club",Ada,Oklahoma,http://www.freewebs.com/agmfc/
Enid Gem & Mineral Society,Enid,Oklahoma,http://www.enidgemandmineral.org/
Oklahoma Mineral and Gem Society,Oklahoma City,Oklahoma,http://omgs-minerals.org/
Shawnee Gem and Mineral Society,Shawnee,Oklahoma,https://www.facebook.com/Shawnee-Gem-and-Mineral-Society-524175917629452/
Tulsa Rock and Mineral Society,Tulsa,Oklahoma,http://www.ttownrockhound.org/
Tahlequah Rock and Mineral Society,Tahlequah,Oklahoma,http://tramsok.webs.com/
Central Oregon Rock Collectors,Redmond,Oregon,https://corockcollectors.com/
Clackamette Mineral and Gem Club,Oregon City,Oregon,http://www.clackamettegem.org/
Columbia-Willamette Faceters' Guild,Portland/West Linn,Oregon,http://facetersguild.com/
FarWest Lapidary & Gem Society,North Bend,Oregon,http://www.farwestlapidary.org/
Hatrockhounds Gem and Mineral Society,Hermiston,Oregon,http://jall23.wixsite.com/hatrockhounds
Millennium Diggers Club,Portland,Oregon,http://www.millenniumdiggers.com/
Mt Hood Rock Club,Gresham,Oregon,https://mthoodrockclub.wordpress.com/
North American Research Group,Hillsboro,Oregon,http://narg-online.com/
"Oregon Agate & Mineral Society, Inc.",Portland,Oregon,http://www.oregonagate.org/
Oregon Coast Agate Club,Newport,Oregon,http://www.coastagates.org/
Prineville Rockhound Pow-Wow Assoc.,Prineville,Oregon,http://prineville.rocks/
Rock and Arrowhead Club of Klamath Falls,Klamath Falls,Oregon,http://www.klamathrockclub.org/
Springfield Thunderegg Rock Club,Springfield,Oregon,http://thundereggrockclub.blogspot.com/
Tualatin Valley Gem Club,Forest Grove,Oregon,https://tvrgc.org/
"Willamette Agate and Mineral Society, Inc.",Salem,Oregon,http://www.wamsi.net/
"Central Pennsylvania Rock and Mineral Club, Inc.",Harrisburg,Pennsylvania,http://www.rockandmineral.org/
"Che-Hanna Rock and Mineral Club, Inc.",Sayre,Pennsylvania,http://www.chehannarocks.com/
Delaware Valley Paleontological Society,Philadelphia,Pennsylvania,https://sites.google.com/site/dvpspaleo/
Franklin County Rock and Mineral Club,Chambersburg,Pennsylvania,https://www.facebook.com/Franklin-County-Rock-and-Mineral-Club-1601767103396099/
Friends of Mineralogy - Pennsylvania Chapter,St. Peters,Pennsylvania,http://www.rasloto.com/FM/
Gem City Rock and Mineral Society,Erie,Pennsylvania,http://www.gemcityrockclub.org/
Leidy Microscopical Society,Fairless Hills,Pennsylvania,http://leidymicroscopical.com/
"Mason-Dixon Rock, Mineral, Gemological, & Lapidary Club",Hanover,Pennsylvania,http://topgemz.com/
Mineralogical Society of Northeastern Pennsylvania,Moosic,Pennsylvania,http://msnepa.org/
Monongahela Rockhounds,Pittsburgh,Pennsylvania,http://www.monongahelarockhounds.org/
Monroe County Earth Science Association,Stroudsburg,Pennsylvania,http://www.mdsysconsulting.com/MCESA/
Moraine Rockbusters,Mars,Pennsylvania,http://www.morainerockbusters.org/
Nittany Mineralogical Society,State College,Pennsylvania,http://www.nittanymineral.org/
Pennsylvania Earth Sciences Association,Whitehall,Pennsylvania,http://www.mineralfest.com/
Philadelphia Mineralogical Society,Philadelphia,Pennsylvania,http://www.phillyrocks.org/
Pittsburgh Geological Society,Pittsburgh,Pennsylvania,http://www.pittsburghgeologicalsociety.org/index.html
Tuscarora Lapidary Society,Brookhaven,Pennsylvania,http://www.lapidary.org/
"Rhode Island Mineral Hunters, Inc.",Warwick,Rhode Island,http://rimh.us/
Aiken Gem and Mineral Society,Aiken,South Carolina,http://www.aikengmfs.org/
Columbia Gem & Mineral Society,Columbia,South Carolina,http://www.cgams.org/
Lowcountry Gem and Mineral Society,North Charleston,South Carolina,http://lowcountrygemandmineralsociety.org/
Pendleton District Gem and Mineral Society,Central,South Carolina,http://www.woodsmere.com/pdgms/
Western South Carolina Gem and Mineral Society,Greenville,South Carolina,http://www.wescagem.org/
Sioux Empire Gem and Mineral Society,Sioux Falls,South Dakota,http://www.segams.org/
Western Dakota Gem & Mineral Society,Rapid City,South Dakota,http://www.wdgms.org/
Knoxville Gem & Mineral Society,Knoxville,Tennessee,http://www.knoxrocks.org/
Memphis Archaeological & Geological Society,Memphis,Tennessee,http://www.memphisgeology.org/
Middle Tennessee Rockhounds,Nashville,Tennessee,http://www.rockhound.org/
Mid-Tennessee Gem and Mineral Society,"Murfreesboro, Donelson, Tullahoma",Tennessee,http://www.mtgms.org/
Arlington Gem and Mineral Club,Arlington,Texas,http://www.agemclub.org/
Austin Gem and Mineral Society,Austin,Texas,http://www.austingemandmineral.org/index.html
Central Texas Gem & Mineral Society,Abilene,Texas,http://rockclub.txol.net/
Chihuahuan Desert Gem and Mineral Club,Alpine,Texas,http://www.cdgmc.org/
Clear Lake Gem and Mineral Society,Houston,Texas,http://www.clgms.org/
"Cowtown Gem, Mineral & Glass Society",Fort Worth,Texas,http://cera-fw.org/gem-mineral-glass/
Dallas Gem and Mineral Society,Dallas,Texas,http://www.dallasgemandmineral.org/
Dallas Paleontological Society,Dallas,Texas,https://dps.wildapricot.org/
East Texas Gem and Mineral Society,Tyler,Texas,http://www.etgms.com/
"El Paso Mineral and Gem Society, Inc.",El Paso,Texas,http://www.epmgs.com/
Fort Worth Gem and Mineral Club,Fort Worth,Texas,http://www.fortworthgemandmineralclub.org/
Fredericksburg Rockhounds,Fredericksburg,Texas,http://fredericksburgrockhounds.org/
Geological Society of San Antonio,San Antonio,Texas,http://www.geosa.org/
"Golden Spread Gem, Mineral and Treasure Society",Amarillo,Texas,http://www.amarillotreasure.com/
Gulf Coast Gem & Mineral Society,Corpus Christi,Texas,http://www.gcgms.org/
Houston Gem and Mineral Society,Houston,Texas,http://www.hgms.org/
Lubbock Gem and Mineral Society,Lubbock,Texas,http://www.lubbockgemandmineral.org/
"Midland Gem and Mineral Society, Inc.",Midland,Texas,https://www.facebook.com/midlandgemandmineral/
Oak Cliff Gem and Mineral Society,Dallas,Texas,http://www.ocgemandmineral.com/
Paleontological Society of Austin,Austin,Texas,http://www.austinpaleo.org/
Pine Country Gem & Mineral Society,Jasper,Texas,http://www.pinecountry-gms.org/
Piney Woods Gem & Mineral Society,Huntsville,Texas,http://www.pwgms.org/
Pleasant Oaks Gem & Mineral Club,Dallas,Texas,http://www.pogmc.org/
"Rollin' Rock Club, Inc.",Rollin' Rock Club Of Texas And Any Other State Or Country Of The World and Outer Space,Texas,https://sites.google.com/site/rollinrockclub/
South Texas Geological Society,San Antonio,Texas,http://www.stgs.org/
Southwest Gem and Mineral Society,San Antonio,Texas,http://www.swgemandmineral.org/
Texas Faceters Guild,Houston,Texas,http://texasfacetersguild.org/
"Tri-City Gem and Mineral Society, Inc.",Temple,Texas,https://www.facebook.com/midlandgemandmineral/
Waco Gem and Mineral Club,Waco,Texas,http://www.wacogemandmineral.org/
Williamson County Gem and Mineral Society,Georgetown,Texas,http://www.wcgms.org/
"Wise County Fossil, Rock and Mineral Society",Decatur,Texas,http://wisecofossilrockandmineralsoc.weebly.com/
Beehive Rock and Gem Club,Ogden,Utah,http://www.beehiverockandgem.com/
Cache Rock and Gem Club,Smithfield,Utah,http://cacherockgemclub.weebly.com/
Golden Spike Gem & Mineral Society,Ogden,Utah,http://goldenspikegem.org/
Mineral Collectors of Utah,Salt Lake City,Utah,http://m-c-u.org/
Moab Rock Club,Moab,Utah,https://www.facebook.com/Moab-Rock-Club-1508131859497762/
Rockhounders Outreach for Community Knowledge,Sandy,Utah,http://www.rockhoundersock.com/
Timpanogos Gem & Mineral Society,Provo,Utah,http://timprocks.weebly.com/
Tooele Gem & Mineral Society,Tooele,Utah,https://www.facebook.com/Tooele-Gem-Mineral-Society-1742342656045404/
Wasatch Gem Society,Salt Lake City,Utah,http://www.wasatchgemsociety.com/
Burlington Gem and Mineral Club,Burlington,Vermont,http://www.burlingtongemandmineralclub.org/
Rutland Rock & Mineral Club,Rutland,Vermont,http://www.rutlandrockmineralclub.50webs.com/
"Gem and Mineral Hunters, Inc.",Manassas,Virginia,http://www.gmhonline.org/
Gem and Mineral Society of Lynchburg,Lynchburg,Virginia,http://www.lynchburgrockclub.org/
Gem and Mineral Society of the Virginia Peninsula,Hampton,Virginia,http://www.gmsvp.org/
"Northern Virginia Mineral Club, Inc.",Arlington,Virginia,http://www.novamineralclub.org/
Richmond Gem & Mineral Society,Richmond,Virginia,http://www.rgms-va.info/
Roanoke Valley Mineral & Gem Society,Roanoke,Virginia,https://www.facebook.com/RVMGS/
Shenandoah Valley Gem & Mineral Society,Waynesboro,Virginia,http://www.shenandoahvalleyrockclub.org/
Tidewater Gem & Mineral Society,Virginia Beach,Virginia,http://tgms.weebly.com/
"Bellevue Rock Club, Inc.",Bellevue,Washington,http://www.bellevuerockclub.org/
Cascade Mineralogical Society Inc,Kent,Washington,http://www.cascademineralogicalsociety.org/
Clallam County Gem & Mineral Association,Port Angeles,Washington,http://www.olympicrocks.com/
Darrington Rock & Gem Club,Darrington,Washington,https://www.facebook.com/DarringtonRGC/
East KingCo Rock Club,Kirkland,Washington,http://www.eastkingco.org/
Everett Rock & Gem Club,Everett,Washington,http://www.everettrockclub.com/
Ginkgo Mineral Society,Wenatchee,Washington,http://wenatcheerockclub.org/
Kitsap Mineral and Gem Societ,Bremerton,Washington,http://www.kmgs.org/
"Lakeside Gem & Mineral Club, Inc.",Kennewick,Washington,http://www.lakesidegemandmineralclub.com/
Maplewood Rock & Gem Community Club,Edmonds,Washington,http://www.maplewoodrockclub.com/
Marcus Whitman Gem and Mineral Society,Walla Walla,Washington,https://www.sites.google.com/site/mwgemandmineral/
"Marysville Rock & Gem Club, Inc.",Marysville,Washington,https://sites.google.com/site/marysvillerockngemclub/
Mount Baker Rock And Gem Club,Bellingham,Washington,http://mtbakerrockclub.org/
North American Miners Association,Kent,Washington,http://www.namaminers.org/
North Puget Sound Facetors Guild,Mount Vernon,Washington,http://www.facetguild.com/
Northwest Paleontological Association,Puget Sound,Washington,http://nwpaleo.org/
Panorama Gem & Mineral Club,Arden,Washington,http://panoramagem.com/
Puyallup Valley Gem & Mineral Club,Puyallup,Washington,https://www.facebook.com/PuyallupValleyGemClub
Skagit Rock and Gem Club,Mt. Vernon,Washington,https://www.skagitrockandgem.com/
Spokane Rock Rollers Club,Spokane Valley,Washington,http://www.rockrollers.org/WP/
North Seattle Lapidary & Mineral Club,Seattle,Washington,http://www.northseattlerockclub.org
Washington Agate and Mineral Society,Olympia,Washington,https://wamsolympia.wordpress.com
West Seattle Rock Club,Seattle,Washington,http://www.westseattlerockclub.org/
Yakima Rock & Mineral Club,Yakima,Washington,http://www.yakimarockclub.com/
Kanawha Rock and Gem Club,Charleston,West Virginia,http://www.kanawharockandgemclub.org/
Prehistoric West Virginia,Morgantown,West Virginia,http://prehistoricplanet.com/wv/
West Virginia Fossil Club Inc,Clarksburg,West Virginia,http://www.westvirginiafossilclub.com/
"Badger Lapidary & Geological Society, Inc.",Monroe,Wisconsin,http://www.badgerrockclub.org/
Coulee Rock Club of La Crosse,La Crosse,Wisconsin,https://www.facebook.com/pages/The-Coulee-Rock-Club/182345351787782
Heart of Wisconsin Gem & Mineral Society,Marshfield & Stevens Point,Wisconsin,https://www.heartofwisconsinrocks.com/
Kettle Moraine Geological Society,Pewaukee,Wisconsin,http://www.kmgsrocks.com/
Lakeland Gem Club,Minocqua,Wisconsin,http://www.lakelandgemclub.com/
Madison Gem and Mineral Club,Madison,Wisconsin,http://www.madisonrockclub.org/
Northwest Wisconsin Gem & Mineral Society,Cameron,Wisconsin,http://www.cameronamericanlegion.org/rockclub.html
Oshkosh Earth Science Club,Oshkosh,Wisconsin,https://sites.google.com/site/oshkoshearthscienceclub/home
"Racine Geological Society, Inc",Racine,Wisconsin,http://rgs-wi.tripod.com/
Weis'n'Miners Geology Club,Menasha,Wisconsin,http://www.weismuseum.org/geology-club.html
Wisconsin Geological Society,West Allis,Wisconsin,http://www.wisgeologicalsociety.com/
Cody 59ers Rock Club,Cody,Wyoming,http://www.cody59ers.com/
Riverton Mineral and Gem Society,Riverton,Wyoming,http://www.rivertonmgs.com/
Wyoming State Mineral and Gem Society,Cody,Wyoming,http://wymineralandgemsociety.org
